base,ligand,aryl_halide,additive
BTMG,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuXPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuXPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuXPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuXPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuXPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuXPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuXPhos,2-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuXPhos,2-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuXPhos,2-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuXPhos,3-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuXPhos,3-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuXPhos,3-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuXPhos,None,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuXPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuXPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuXPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuXPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuXPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuXPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuXPhos,2-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuXPhos,2-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuXPhos,2-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuXPhos,3-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuXPhos,3-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuXPhos,3-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuXPhos,None,ethyl-5-methylisoxazole-3-carboxylate
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,None
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,None
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,None
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,None
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,None
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,None
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,None
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,None
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,None
P2Et,t-BuBrettPhos,2-chloropyridine,None
P2Et,t-BuBrettPhos,2-bromopyridine,None
P2Et,t-BuBrettPhos,2-iodopyridine,None
P2Et,t-BuBrettPhos,3-chloropyridine,None
P2Et,t-BuBrettPhos,3-bromopyridine,None
P2Et,t-BuBrettPhos,3-iodopyridine,None
P2Et,t-BuBrettPhos,None,None
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,None
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,None
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,None
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,None
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,None
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,None
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,None
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,None
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,None
BTMG,t-BuBrettPhos,2-chloropyridine,None
BTMG,t-BuBrettPhos,2-bromopyridine,None
BTMG,t-BuBrettPhos,2-iodopyridine,None
BTMG,t-BuBrettPhos,3-chloropyridine,None
BTMG,t-BuBrettPhos,3-bromopyridine,None
BTMG,t-BuBrettPhos,3-iodopyridine,None
BTMG,t-BuBrettPhos,None,None
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,None
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,None
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,None
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,None
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,None
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,None
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,None
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,None
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,None
MTBD,t-BuBrettPhos,2-chloropyridine,None
MTBD,t-BuBrettPhos,2-bromopyridine,None
MTBD,t-BuBrettPhos,2-iodopyridine,None
MTBD,t-BuBrettPhos,3-chloropyridine,None
MTBD,t-BuBrettPhos,3-bromopyridine,None
MTBD,t-BuBrettPhos,3-iodopyridine,None
MTBD,t-BuBrettPhos,None,None
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,5-phenylisoxazole
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,5-phenylisoxazole
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,5-phenylisoxazole
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,5-phenylisoxazole
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,5-phenylisoxazole
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,5-phenylisoxazole
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,5-phenylisoxazole
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,5-phenylisoxazole
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,5-phenylisoxazole
P2Et,t-BuBrettPhos,2-chloropyridine,5-phenylisoxazole
P2Et,t-BuBrettPhos,2-bromopyridine,5-phenylisoxazole
P2Et,t-BuBrettPhos,2-iodopyridine,5-phenylisoxazole
P2Et,t-BuBrettPhos,3-chloropyridine,5-phenylisoxazole
P2Et,t-BuBrettPhos,3-bromopyridine,5-phenylisoxazole
P2Et,t-BuBrettPhos,3-iodopyridine,5-phenylisoxazole
P2Et,t-BuBrettPhos,None,5-phenylisoxazole
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,5-phenylisoxazole
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,5-phenylisoxazole
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,5-phenylisoxazole
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,5-phenylisoxazole
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,5-phenylisoxazole
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,5-phenylisoxazole
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,5-phenylisoxazole
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,5-phenylisoxazole
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,5-phenylisoxazole
BTMG,t-BuBrettPhos,2-chloropyridine,5-phenylisoxazole
BTMG,t-BuBrettPhos,2-bromopyridine,5-phenylisoxazole
BTMG,t-BuBrettPhos,2-iodopyridine,5-phenylisoxazole
BTMG,t-BuBrettPhos,3-chloropyridine,5-phenylisoxazole
BTMG,t-BuBrettPhos,3-bromopyridine,5-phenylisoxazole
BTMG,t-BuBrettPhos,3-iodopyridine,5-phenylisoxazole
BTMG,t-BuBrettPhos,None,5-phenylisoxazole
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,5-phenylisoxazole
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,5-phenylisoxazole
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,5-phenylisoxazole
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,5-phenylisoxazole
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,5-phenylisoxazole
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,5-phenylisoxazole
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,5-phenylisoxazole
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,5-phenylisoxazole
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,5-phenylisoxazole
MTBD,t-BuBrettPhos,2-chloropyridine,5-phenylisoxazole
MTBD,t-BuBrettPhos,2-bromopyridine,5-phenylisoxazole
MTBD,t-BuBrettPhos,2-iodopyridine,5-phenylisoxazole
MTBD,t-BuBrettPhos,3-chloropyridine,5-phenylisoxazole
MTBD,t-BuBrettPhos,3-bromopyridine,5-phenylisoxazole
MTBD,t-BuBrettPhos,3-iodopyridine,5-phenylisoxazole
MTBD,t-BuBrettPhos,None,5-phenylisoxazole
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,t-BuBrettPhos,2-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate
P2Et,t-BuBrettPhos,2-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate
P2Et,t-BuBrettPhos,2-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate
P2Et,t-BuBrettPhos,3-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate
P2Et,t-BuBrettPhos,3-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate
P2Et,t-BuBrettPhos,3-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate
P2Et,t-BuBrettPhos,None,ethyl-3-methylisoxazole-5-carboxylate
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-3-methylisoxazole-5-carboxylate
BTMG,t-BuBrettPhos,2-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate
BTMG,t-BuBrettPhos,2-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate
BTMG,t-BuBrettPhos,2-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate
BTMG,t-BuBrettPhos,3-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate
BTMG,t-BuBrettPhos,3-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate
BTMG,t-BuBrettPhos,3-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate
BTMG,t-BuBrettPhos,None,ethyl-3-methylisoxazole-5-carboxylate
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-3-methylisoxazole-5-carboxylate
MTBD,t-BuBrettPhos,2-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate
MTBD,t-BuBrettPhos,2-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate
MTBD,t-BuBrettPhos,2-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate
MTBD,t-BuBrettPhos,3-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate
MTBD,t-BuBrettPhos,3-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate
MTBD,t-BuBrettPhos,3-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate
MTBD,t-BuBrettPhos,None,ethyl-3-methylisoxazole-5-carboxylate
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-3-carboxylate
P2Et,t-BuBrettPhos,2-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate
P2Et,t-BuBrettPhos,2-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate
P2Et,t-BuBrettPhos,2-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate
P2Et,t-BuBrettPhos,3-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate
P2Et,t-BuBrettPhos,3-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate
P2Et,t-BuBrettPhos,3-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate
P2Et,t-BuBrettPhos,None,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuBrettPhos,2-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuBrettPhos,2-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuBrettPhos,2-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuBrettPhos,3-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuBrettPhos,3-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuBrettPhos,3-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate
BTMG,t-BuBrettPhos,None,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuBrettPhos,2-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuBrettPhos,2-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuBrettPhos,2-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuBrettPhos,3-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuBrettPhos,3-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuBrettPhos,3-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate
MTBD,t-BuBrettPhos,None,ethyl-5-methylisoxazole-3-carboxylate
P2Et,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,None
P2Et,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,None
P2Et,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,None
P2Et,AdBrettPhos,1-chloro-4-methoxybenzene,None
P2Et,AdBrettPhos,1-bromo-4-methoxybenzene,None
P2Et,AdBrettPhos,1-iodo-4-methoxybenzene,None
P2Et,AdBrettPhos,1-chloro-4-ethylbenzene,None
P2Et,AdBrettPhos,1-bromo-4-ethylbenzene,None
P2Et,AdBrettPhos,1-ethyl-4-iodobenzene,None
P2Et,AdBrettPhos,2-chloropyridine,None
P2Et,AdBrettPhos,2-bromopyridine,None
P2Et,AdBrettPhos,2-iodopyridine,None
P2Et,AdBrettPhos,3-chloropyridine,None
P2Et,AdBrettPhos,3-bromopyridine,None
P2Et,AdBrettPhos,3-iodopyridine,None
P2Et,AdBrettPhos,None,None
BTMG,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,None
BTMG,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,None
BTMG,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,None
BTMG,AdBrettPhos,1-chloro-4-methoxybenzene,None
BTMG,AdBrettPhos,1-bromo-4-methoxybenzene,None
BTMG,AdBrettPhos,1-iodo-4-methoxybenzene,None
BTMG,AdBrettPhos,1-chloro-4-ethylbenzene,None
BTMG,AdBrettPhos,1-bromo-4-ethylbenzene,None
BTMG,AdBrettPhos,1-ethyl-4-iodobenzene,None
BTMG,AdBrettPhos,2-chloropyridine,None
BTMG,AdBrettPhos,2-bromopyridine,None
BTMG,AdBrettPhos,2-iodopyridine,None
BTMG,AdBrettPhos,3-chloropyridine,None
BTMG,AdBrettPhos,3-bromopyridine,None
BTMG,AdBrettPhos,3-iodopyridine,None
BTMG,AdBrettPhos,None,None
MTBD,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,None
MTBD,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,None
MTBD,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,None
MTBD,AdBrettPhos,1-chloro-4-methoxybenzene,None
MTBD,AdBrettPhos,1-bromo-4-methoxybenzene,None
MTBD,AdBrettPhos,1-iodo-4-methoxybenzene,None
MTBD,AdBrettPhos,1-chloro-4-ethylbenzene,None
MTBD,AdBrettPhos,1-bromo-4-ethylbenzene,None
MTBD,AdBrettPhos,1-ethyl-4-iodobenzene,None
MTBD,AdBrettPhos,2-chloropyridine,None
MTBD,AdBrettPhos,2-bromopyridine,None
MTBD,AdBrettPhos,2-iodopyridine,None
MTBD,AdBrettPhos,3-chloropyridine,None
MTBD,AdBrettPhos,3-bromopyridine,None
MTBD,AdBrettPhos,3-iodopyridine,None
MTBD,AdBrettPhos,None,None
P2Et,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,5-phenylisoxazole
P2Et,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,5-phenylisoxazole
P2Et,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,5-phenylisoxazole
P2Et,AdBrettPhos,1-chloro-4-methoxybenzene,5-phenylisoxazole
P2Et,AdBrettPhos,1-bromo-4-methoxybenzene,5-phenylisoxazole
P2Et,AdBrettPhos,1-iodo-4-methoxybenzene,5-phenylisoxazole
P2Et,AdBrettPhos,1-chloro-4-ethylbenzene,5-phenylisoxazole
P2Et,AdBrettPhos,1-bromo-4-ethylbenzene,5-phenylisoxazole
P2Et,AdBrettPhos,1-ethyl-4-iodobenzene,5-phenylisoxazole
P2Et,AdBrettPhos,2-chloropyridine,5-phenylisoxazole
P2Et,AdBrettPhos,2-bromopyridine,5-phenylisoxazole
P2Et,AdBrettPhos,2-iodopyridine,5-phenylisoxazole
P2Et,AdBrettPhos,3-chloropyridine,5-phenylisoxazole
P2Et,AdBrettPhos,3-bromopyridine,5-phenylisoxazole
P2Et,AdBrettPhos,3-iodopyridine,5-phenylisoxazole
P2Et,AdBrettPhos,None,5-phenylisoxazole
BTMG,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,5-phenylisoxazole
BTMG,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,5-phenylisoxazole
BTMG,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,5-phenylisoxazole
BTMG,AdBrettPhos,1-chloro-4-methoxybenzene,5-phenylisoxazole
BTMG,AdBrettPhos,1-bromo-4-methoxybenzene,5-phenylisoxazole
BTMG,AdBrettPhos,1-iodo-4-methoxybenzene,5-phenylisoxazole
BTMG,AdBrettPhos,1-chloro-4-ethylbenzene,5-phenylisoxazole
BTMG,AdBrettPhos,1-bromo-4-ethylbenzene,5-phenylisoxazole
BTMG,AdBrettPhos,1-ethyl-4-iodobenzene,5-phenylisoxazole
BTMG,AdBrettPhos,2-chloropyridine,5-phenylisoxazole
BTMG,AdBrettPhos,2-bromopyridine,5-phenylisoxazole
BTMG,AdBrettPhos,2-iodopyridine,5-phenylisoxazole
BTMG,AdBrettPhos,3-chloropyridine,5-phenylisoxazole
BTMG,AdBrettPhos,3-bromopyridine,5-phenylisoxazole
BTMG,AdBrettPhos,3-iodopyridine,5-phenylisoxazole
BTMG,AdBrettPhos,None,5-phenylisoxazole
MTBD,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,5-phenylisoxazole
MTBD,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,5-phenylisoxazole
MTBD,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,5-phenylisoxazole
MTBD,AdBrettPhos,1-chloro-4-methoxybenzene,5-phenylisoxazole
MTBD,AdBrettPhos,1-bromo-4-methoxybenzene,5-phenylisoxazole
MTBD,AdBrettPhos,1-iodo-4-methoxybenzene,5-phenylisoxazole
MTBD,AdBrettPhos,1-chloro-4-ethylbenzene,5-phenylisoxazole
MTBD,AdBrettPhos,1-bromo-4-ethylbenzene,5-phenylisoxazole
MTBD,AdBrettPhos,1-ethyl-4-iodobenzene,5-phenylisoxazole
MTBD,AdBrettPhos,2-chloropyridine,5-phenylisoxazole
MTBD,AdBrettPhos,2-bromopyridine,5-phenylisoxazole
MTBD,AdBrettPhos,2-iodopyridine,5-phenylisoxazole
MTBD,AdBrettPhos,3-chloropyridine,5-phenylisoxazole
MTBD,AdBrettPhos,3-bromopyridine,5-phenylisoxazole
MTBD,AdBrettPhos,3-iodopyridine,5-phenylisoxazole
MTBD,AdBrettPhos,None,5-phenylisoxazole
P2Et,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,AdBrettPhos,1-chloro-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,AdBrettPhos,1-bromo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,AdBrettPhos,1-iodo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,AdBrettPhos,1-chloro-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,AdBrettPhos,1-bromo-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,AdBrettPhos,1-ethyl-4-iodobenzene,ethyl-3-methylisoxazole-5-carboxylate
P2Et,AdBrettPhos,2-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate
P2Et,AdBrettPhos,2-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate
