base,ligand,aryl_halide,additive,yield
BTMG,t-BuXPhos,2-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,85.14465222
BTMG,t-BuXPhos,3-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,3.149733367
BTMG,t-BuXPhos,3-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,78.08461533
BTMG,t-BuXPhos,3-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,82.13737482
BTMG,t-BuXPhos,None,ethyl-3-methylisoxazole-5-carboxylate,0.0
MTBD,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,7.782359233999999
MTBD,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,53.59986981
MTBD,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,51.75674767
MTBD,t-BuXPhos,1-chloro-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,0.0
MTBD,t-BuXPhos,1-bromo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,49.61438009
MTBD,t-BuXPhos,1-iodo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,53.675534
MTBD,t-BuXPhos,1-chloro-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,0.6467788210000001
MTBD,t-BuXPhos,1-bromo-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,86.59757822
MTBD,t-BuXPhos,1-ethyl-4-iodobenzene,ethyl-3-methylisoxazole-5-carboxylate,84.89551287
MTBD,t-BuXPhos,2-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,91.39064225
MTBD,t-BuXPhos,2-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,97.29293259
MTBD,t-BuXPhos,2-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,99.61910732
MTBD,t-BuXPhos,3-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,4.1662870089999995
MTBD,t-BuXPhos,3-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,92.57247896
MTBD,t-BuXPhos,3-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,94.69105416
MTBD,t-BuXPhos,None,ethyl-3-methylisoxazole-5-carboxylate,0.0
P2Et,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,45.04873884
P2Et,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,45.78100103
P2Et,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,44.65371267
P2Et,t-BuXPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,0.924541619
P2Et,t-BuXPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,44.55887608
P2Et,t-BuXPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,43.35721014
P2Et,t-BuXPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,3.4201663410000003
P2Et,t-BuXPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,72.84831426
P2Et,t-BuXPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-3-carboxylate,65.31185167
P2Et,t-BuXPhos,2-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,56.83280355
P2Et,t-BuXPhos,2-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,76.33726193
P2Et,t-BuXPhos,2-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,73.22050209
P2Et,t-BuXPhos,3-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,36.47724246
P2Et,t-BuXPhos,3-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,68.55764886
P2Et,t-BuXPhos,3-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,69.0890435
P2Et,t-BuXPhos,None,ethyl-5-methylisoxazole-3-carboxylate,0.0
BTMG,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,31.88044847
BTMG,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,44.81754321
BTMG,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,46.6498955
BTMG,t-BuXPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,0.668792684
BTMG,t-BuXPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,39.52986412
BTMG,t-BuXPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,43.87183311
BTMG,t-BuXPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,2.74612364
BTMG,t-BuXPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,72.63770939
BTMG,t-BuXPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-3-carboxylate,82.32885806
BTMG,t-BuXPhos,2-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,73.64322424
BTMG,t-BuXPhos,2-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,87.90201497
BTMG,t-BuXPhos,2-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,86.21979782
BTMG,t-BuXPhos,3-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,34.20844443
BTMG,t-BuXPhos,3-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,77.33294235
BTMG,t-BuXPhos,3-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,80.60055876
BTMG,t-BuXPhos,None,ethyl-5-methylisoxazole-3-carboxylate,0.0
MTBD,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,42.28229272
MTBD,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,50.28665363
MTBD,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,49.58296909
MTBD,t-BuXPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,1.18600639
MTBD,t-BuXPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,48.46327508
MTBD,t-BuXPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,49.927400299999995
MTBD,t-BuXPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,4.582095156
MTBD,t-BuXPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,78.80108905
MTBD,t-BuXPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-3-carboxylate,79.44483195
MTBD,t-BuXPhos,2-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,84.85609846
MTBD,t-BuXPhos,2-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,93.31083413
MTBD,t-BuXPhos,2-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,93.87454124
MTBD,t-BuXPhos,3-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,44.02752342
MTBD,t-BuXPhos,3-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,89.48065113
MTBD,t-BuXPhos,3-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,91.48509414
MTBD,t-BuXPhos,None,ethyl-5-methylisoxazole-3-carboxylate,0.0
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,None,11.26422659
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,None,37.48204887
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,None,41.44106124
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,None,0.0
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,None,38.30431575
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,None,53.10400856
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,None,3.0759843589999996
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,None,77.3614474
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,None,66.86234520000001
P2Et,t-BuBrettPhos,2-chloropyridine,None,65.32713775
P2Et,t-BuBrettPhos,2-bromopyridine,None,80.44006159
P2Et,t-BuBrettPhos,2-iodopyridine,None,73.90288444
P2Et,t-BuBrettPhos,3-chloropyridine,None,10.6093201
P2Et,t-BuBrettPhos,3-bromopyridine,None,47.24014126
P2Et,t-BuBrettPhos,3-iodopyridine,None,59.52653189
P2Et,t-BuBrettPhos,None,None,0.0
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,None,34.71645259
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,None,43.57302345
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,None,48.32439551
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,None,0.6070637729999999
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,None,28.83783854
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,None,37.43255163
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,None,2.85991864
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,None,70.01345936
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,None,78.088776
BTMG,t-BuBrettPhos,2-chloropyridine,None,70.19867654
BTMG,t-BuBrettPhos,2-bromopyridine,None,81.98080261
BTMG,t-BuBrettPhos,2-iodopyridine,None,85.25720997
BTMG,t-BuBrettPhos,3-chloropyridine,None,39.12894222
BTMG,t-BuBrettPhos,3-bromopyridine,None,76.74229373
BTMG,t-BuBrettPhos,3-iodopyridine,None,84.97992801
BTMG,t-BuBrettPhos,None,None,0.0
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,None,33.61043599
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,None,49.613676299999995
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,None,47.45149232
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,None,0.928544459
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,None,31.04337853
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,None,43.13871983
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,None,0.0
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,None,81.91726557
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,None,84.29748871
MTBD,t-BuBrettPhos,2-chloropyridine,None,86.21497352
MTBD,t-BuBrettPhos,2-bromopyridine,None,92.93093214
MTBD,t-BuBrettPhos,2-iodopyridine,None,98.03384571
MTBD,t-BuBrettPhos,3-chloropyridine,None,43.93331318
MTBD,t-BuBrettPhos,3-bromopyridine,None,94.93580173
MTBD,t-BuBrettPhos,3-iodopyridine,None,96.14798667
MTBD,t-BuBrettPhos,None,None,0.0
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,5-phenylisoxazole,7.372693174
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,5-phenylisoxazole,9.714563227
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,5-phenylisoxazole,9.546870881
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,5-phenylisoxazole,1.0224022940000002
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,5-phenylisoxazole,12.592787
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,5-phenylisoxazole,14.01241706
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,5-phenylisoxazole,4.337310253
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,5-phenylisoxazole,19.47378974
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,5-phenylisoxazole,23.2960789
P2Et,t-BuBrettPhos,2-chloropyridine,5-phenylisoxazole,24.90011385
P2Et,t-BuBrettPhos,2-bromopyridine,5-phenylisoxazole,28.47849533
P2Et,t-BuBrettPhos,2-iodopyridine,5-phenylisoxazole,33.33065232
P2Et,t-BuBrettPhos,3-chloropyridine,5-phenylisoxazole,6.753074014
P2Et,t-BuBrettPhos,3-bromopyridine,5-phenylisoxazole,15.06136862
P2Et,t-BuBrettPhos,3-iodopyridine,5-phenylisoxazole,15.12671706
P2Et,t-BuBrettPhos,None,5-phenylisoxazole,0.0
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,5-phenylisoxazole,3.88663609
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,5-phenylisoxazole,25.83457198
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,5-phenylisoxazole,44.5879911
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,5-phenylisoxazole,0.0
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,5-phenylisoxazole,15.16664871
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,5-phenylisoxazole,40.37403082
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,5-phenylisoxazole,0.0
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,5-phenylisoxazole,27.79577337
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,5-phenylisoxazole,72.31351298
BTMG,t-BuBrettPhos,2-chloropyridine,5-phenylisoxazole,32.00160024
BTMG,t-BuBrettPhos,2-bromopyridine,5-phenylisoxazole,51.8134607
BTMG,t-BuBrettPhos,2-iodopyridine,5-phenylisoxazole,83.36436834
BTMG,t-BuBrettPhos,3-chloropyridine,5-phenylisoxazole,2.641901391
BTMG,t-BuBrettPhos,3-bromopyridine,5-phenylisoxazole,57.97752811
BTMG,t-BuBrettPhos,3-iodopyridine,5-phenylisoxazole,80.28994263
BTMG,t-BuBrettPhos,None,5-phenylisoxazole,0.0
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,5-phenylisoxazole,9.564949769
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,5-phenylisoxazole,37.21381762
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,5-phenylisoxazole,47.09764929
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,5-phenylisoxazole,1.1000305259999998
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,5-phenylisoxazole,35.70389569
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,5-phenylisoxazole,54.89240735
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,5-phenylisoxazole,0.0
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,5-phenylisoxazole,57.45048731
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,5-phenylisoxazole,77.02732986
MTBD,t-BuBrettPhos,2-chloropyridine,5-phenylisoxazole,69.39855223
MTBD,t-BuBrettPhos,2-bromopyridine,5-phenylisoxazole,85.4419715
MTBD,t-BuBrettPhos,2-iodopyridine,5-phenylisoxazole,92.00324978
MTBD,t-BuBrettPhos,3-chloropyridine,5-phenylisoxazole,21.86178566
MTBD,t-BuBrettPhos,3-bromopyridine,5-phenylisoxazole,83.65433196
MTBD,t-BuBrettPhos,3-iodopyridine,5-phenylisoxazole,92.95670274
MTBD,t-BuBrettPhos,None,5-phenylisoxazole,0.0
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,1.297818598
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,28.35051675
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,40.1812432
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,0.0
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,40.45135336
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,42.27311559
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,0.910655456
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,62.16368477
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-3-methylisoxazole-5-carboxylate,66.88608561
P2Et,t-BuBrettPhos,2-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,76.83418769
P2Et,t-BuBrettPhos,2-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,91.6524383
P2Et,t-BuBrettPhos,2-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,66.37274183
P2Et,t-BuBrettPhos,3-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,2.534585496
P2Et,t-BuBrettPhos,3-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,47.17441756
P2Et,t-BuBrettPhos,3-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,52.43589363
P2Et,t-BuBrettPhos,None,ethyl-3-methylisoxazole-5-carboxylate,0.0
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,3.542495517
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,39.19686382
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,45.87563784
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,0.0
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,24.02819715
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,39.3913488
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,0.0
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,50.04747607
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-3-methylisoxazole-5-carboxylate,74.62438876
BTMG,t-BuBrettPhos,2-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,54.58472012
BTMG,t-BuBrettPhos,2-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,74.81544975
BTMG,t-BuBrettPhos,2-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,84.20189779
BTMG,t-BuBrettPhos,3-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,2.234092607
BTMG,t-BuBrettPhos,3-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,71.60789091
BTMG,t-BuBrettPhos,3-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,72.77189285
BTMG,t-BuBrettPhos,None,ethyl-3-methylisoxazole-5-carboxylate,0.0
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,4.275083316
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,40.44190447
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,46.6599306
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,0.0
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,46.64994849
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,45.97105208
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,0.0
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,72.38342011
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-3-methylisoxazole-5-carboxylate,82.71053034
MTBD,t-BuBrettPhos,2-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,77.8707536
MTBD,t-BuBrettPhos,2-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,96.59121826
MTBD,t-BuBrettPhos,2-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,97.94800557
MTBD,t-BuBrettPhos,3-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,3.498335753
MTBD,t-BuBrettPhos,3-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,89.32288292
MTBD,t-BuBrettPhos,3-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,89.21674959
MTBD,t-BuBrettPhos,None,ethyl-3-methylisoxazole-5-carboxylate,0.0
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,9.910073167
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,33.09515946
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,39.91592357
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,0.297246729
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,43.42467948
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,45.27500965
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,0.8589748359999999
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,68.84924903
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-3-carboxylate,64.60847653
P2Et,t-BuBrettPhos,2-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,63.8547365
P2Et,t-BuBrettPhos,2-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,76.33612431
P2Et,t-BuBrettPhos,2-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,73.13965753
P2Et,t-BuBrettPhos,3-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,4.497312078999999
P2Et,t-BuBrettPhos,3-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,40.87667176
P2Et,t-BuBrettPhos,3-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,40.31664678
P2Et,t-BuBrettPhos,None,ethyl-5-methylisoxazole-3-carboxylate,0.0
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,24.27358667
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,42.64405348
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,47.5989822
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,0.345789289
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,40.97949244
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,43.26194293
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,1.497954505
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,68.06627781
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-3-carboxylate,74.75498754
BTMG,t-BuBrettPhos,2-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,70.28309787
BTMG,t-BuBrettPhos,2-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,80.52782377
BTMG,t-BuBrettPhos,2-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,85.26909551
BTMG,t-BuBrettPhos,3-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,21.94834142
BTMG,t-BuBrettPhos,3-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,72.58738213
BTMG,t-BuBrettPhos,3-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,77.03264152
BTMG,t-BuBrettPhos,None,ethyl-5-methylisoxazole-3-carboxylate,0.0
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,23.09132333
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,47.555818
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,46.76206263
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,0.605197064
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,47.14534203
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,45.98211557
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,0.0
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,79.73976585
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-3-carboxylate,80.78664078
MTBD,t-BuBrettPhos,2-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,84.69021766
MTBD,t-BuBrettPhos,2-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,91.05627032
MTBD,t-BuBrettPhos,2-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,98.17713445
MTBD,t-BuBrettPhos,3-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,23.84150703
MTBD,t-BuBrettPhos,3-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,86.41285544
MTBD,t-BuBrettPhos,3-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,87.55418753
MTBD,t-BuBrettPhos,None,ethyl-5-methylisoxazole-3-carboxylate,0.0
P2Et,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,None,5.328990286
P2Et,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,None,35.45025708
P2Et,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,None,41.3324865
P2Et,AdBrettPhos,1-chloro-4-methoxybenzene,None,0.8435826479999999
P2Et,AdBrettPhos,1-bromo-4-methoxybenzene,None,51.8998046
P2Et,AdBrettPhos,1-iodo-4-methoxybenzene,None,57.85145251
P2Et,AdBrettPhos,1-chloro-4-ethylbenzene,None,5.746329101000001
P2Et,AdBrettPhos,1-bromo-4-ethylbenzene,None,79.76430493
P2Et,AdBrettPhos,1-ethyl-4-iodobenzene,None,71.75951053
P2Et,AdBrettPhos,2-chloropyridine,None,66.51488049
P2Et,AdBrettPhos,2-bromopyridine,None,73.25828596
P2Et,AdBrettPhos,2-iodopyridine,None,76.19293385
